;tavg__ref;pptn__ref;petn__ref;diso__ref;ddho__ref
2010-11-01-00;7.649465;0.000000;0.03566;4.210;163.000
2010-11-01-01;6.724136;0.000000;0.03130;4.210;163.000
2010-11-01-02;6.004804;0.000000;0.02802;4.210;163.000
2010-11-01-03;5.880548;0.000000;0.02745;4.210;163.000
2010-11-01-04;5.305698;0.000000;0.02464;4.210;163.000
2010-11-01-05;4.899967;0.000000;0.02268;4.210;163.000
2010-11-01-06;4.836225;0.000000;0.02240;4.210;163.000
2010-11-01-07;4.883360;0.000000;0.02264;4.210;163.000
2010-11-01-08;6.138680;0.000000;0.02860;4.210;163.000
2010-11-01-09;7.931963;0.000000;0.03718;4.210;163.000
2010-11-01-10;9.849037;0.000000;0.04622;4.210;163.000
2010-11-01-11;11.530616;0.000000;0.05417;4.210;163.000
2010-11-01-12;12.920832;0.000000;0.06080;4.210;163.000
2010-11-01-13;13.929808;0.000000;0.06570;4.135;162.250
2010-11-01-14;13.969059;0.000000;0.06592;4.110;162.000
2010-11-01-15;13.100327;0.000000;0.06193;4.110;162.000
2010-11-01-16;11.092810;0.000000;0.05235;4.135;162.250
2010-11-01-17;10.009728;0.000000;0.04725;4.210;163.000
2010-11-01-18;9.208406;0.000000;0.04346;4.210;163.000
2010-11-01-19;8.082638;0.000000;0.03809;4.210;163.000
2010-11-01-20;7.196096;0.000000;0.03379;4.210;163.000
2010-11-01-21;6.504166;0.000000;0.03052;4.210;163.000
2010-11-01-22;6.008895;0.000000;0.02819;4.210;163.000
2010-11-01-23;5.865315;0.000000;0.02758;4.210;163.000
2010-11-02-00;5.834778;0.000000;0.02249;4.185;162.750
2010-11-02-01;5.456289;0.000000;0.02111;4.110;162.000
2010-11-02-02;4.746797;0.000000;0.01839;4.110;162.000
2010-11-02-03;4.194758;0.000000;0.01618;4.035;161.250
2010-11-02-04;3.676178;0.000000;0.01410;4.110;162.000
2010-11-02-05;3.461876;0.000000;0.01319;4.010;161.000
2010-11-02-06;3.698925;0.000000;0.01409;4.010;161.000
2010-11-02-07;4.186002;0.000000;0.01604;4.010;161.000
2010-11-02-08;4.896200;0.000000;0.01883;4.085;161.750
2010-11-02-09;5.381801;0.000000;0.02071;3.935;160.250
2010-11-02-10;5.846600;0.000000;0.02256;3.910;160.000
2010-11-02-11;6.305897;0.005339;0.02438;3.910;160.000
2010-11-02-12;6.657835;0.001376;0.02577;3.910;160.000
2010-11-02-13;6.880471;0.000000;0.02665;3.910;160.000
2010-11-02-14;7.088478;0.000000;0.02749;3.910;160.000
2010-11-02-15;6.958440;0.000000;0.02699;3.910;160.000
2010-11-02-16;6.803395;0.000000;0.02637;4.010;161.000
2010-11-02-17;6.609333;0.000000;0.02562;4.010;161.000
2010-11-02-18;6.664338;0.000000;0.02584;4.010;161.000
2010-11-02-19;6.865263;0.000000;0.02658;3.910;160.000
2010-11-02-20;6.856977;0.000000;0.02658;3.910;160.000
2010-11-02-21;6.739521;0.000000;0.02612;4.010;161.000
2010-11-02-22;6.589884;0.000000;0.02550;4.010;161.000
2010-11-02-23;6.741644;0.000000;0.02608;4.010;161.000
2010-11-03-00;6.740520;0.065412;0.01977;4.010;161.000
2010-11-03-01;6.810217;0.000000;0.01998;4.010;161.000
2010-11-03-02;6.817297;0.000000;0.01999;4.010;161.000
2010-11-03-03;7.063228;0.001064;0.02071;4.010;161.000
2010-11-03-04;7.183401;0.000000;0.02106;4.010;161.000
2010-11-03-05;7.349301;0.000521;0.02155;4.010;161.000
2010-11-03-06;7.558406;0.000000;0.02216;4.010;161.000
2010-11-03-07;7.855124;0.000000;0.02304;3.885;159.750
2010-11-03-08;8.363254;0.000000;0.02454;3.785;158.750
2010-11-03-09;8.822032;0.000000;0.02589;3.785;158.750
2010-11-03-10;9.146721;0.000000;0.02685;3.960;160.500
2010-11-03-11;9.473206;0.000000;0.02780;3.860;159.500
2010-11-03-12;9.978150;0.000000;0.02928;3.810;159.000
2010-11-03-13;10.513901;0.036392;0.03086;3.810;159.000
2010-11-03-14;10.922663;0.040313;0.03206;3.885;159.750
2010-11-03-15;11.038415;0.035975;0.03241;3.985;160.750
2010-11-03-16;10.832812;0.008363;0.03183;4.285;163.750
2010-11-03-17;10.903396;0.002920;0.03204;4.260;163.500
2010-11-03-18;11.012996;0.000000;0.03236;4.160;162.500
2010-11-03-19;10.938815;0.002920;0.03214;4.060;161.500
2010-11-03-20;10.848232;0.009823;0.03187;4.035;161.250
2010-11-03-21;10.995963;0.000000;0.03231;4.060;161.500
2010-11-03-22;11.081376;0.000000;0.03256;4.010;161.000
2010-11-03-23;11.231532;0.000000;0.03300;3.985;160.750
2010-11-04-00;11.229760;0.000000;0.02422;3.985;160.750
2010-11-04-01;11.331099;0.000000;0.02444;3.960;160.500
2010-11-04-02;11.555656;0.017727;0.02493;3.910;160.000
2010-11-04-03;11.759565;0.021168;0.02537;3.985;160.750
2010-11-04-04;12.006884;0.039520;0.02590;4.035;161.250
2010-11-04-05;12.008368;0.048488;0.02590;4.035;161.250
2010-11-04-06;11.996205;0.067862;0.02588;3.885;159.750
2010-11-04-07;12.003462;0.066111;0.02589;3.737;158.250
2010-11-04-08;12.216171;0.017205;0.02635;3.642;157.250
2010-11-04-09;12.840981;0.069864;0.02770;3.885;159.750
2010-11-04-10;13.667377;0.050636;0.02949;3.860;159.500
2010-11-04-11;14.562450;0.000000;0.03142;3.835;159.250
2010-11-04-12;14.718208;0.000000;0.03175;3.985;160.750
2010-11-04-13;15.074106;0.000000;0.03252;4.110;162.000
2010-11-04-14;14.864966;0.000000;0.03207;4.110;162.000
2010-11-04-15;14.667414;0.007821;0.03164;4.185;162.750
2010-11-04-16;14.538661;0.004692;0.03136;4.010;161.000
2010-11-04-17;14.364689;0.000000;0.03099;4.010;161.000
2010-11-04-18;14.025846;0.003128;0.03026;4.010;161.000
2010-11-04-19;13.710452;0.000000;0.02958;4.010;161.000
2010-11-04-20;13.249899;0.000000;0.02858;4.010;161.000
2010-11-04-21;12.850113;0.000000;0.02772;4.010;161.000
2010-11-04-22;12.912855;0.000000;0.02786;4.010;161.000
2010-11-04-23;12.865815;0.000000;0.02775;3.885;159.750
2010-11-05-00;12.802760;0.000000;0.01880;3.810;159.000
2010-11-05-01;12.657986;0.000000;0.01858;3.910;160.000
2010-11-05-02;12.744657;0.000000;0.01871;3.910;160.000
2010-11-05-03;12.647763;0.000000;0.01857;3.910;160.000
2010-11-05-04;12.334501;0.000000;0.01812;3.910;160.000
2010-11-05-05;12.108539;0.000000;0.01778;3.935;160.250
2010-11-05-06;11.886790;0.000000;0.01745;4.035;161.250
2010-11-05-07;11.830304;0.000000;0.01737;4.110;162.000
2010-11-05-08;12.060959;0.000000;0.01771;4.035;161.250
2010-11-05-09;12.382362;0.000000;0.01817;3.910;160.000
2010-11-05-10;12.680333;0.000000;0.01860;4.010;161.000
2010-11-05-11;12.823618;0.000000;0.01882;3.985;160.750
2010-11-05-12;12.960073;0.000000;0.01902;3.960;160.500
2010-11-05-13;12.887475;0.000000;0.01892;4.010;161.000
2010-11-05-14;12.713000;0.000000;0.01866;3.960;160.500
2010-11-05-15;12.473371;0.000000;0.01832;4.085;161.750
2010-11-05-16;12.144755;0.000000;0.01784;4.110;162.000
2010-11-05-17;11.867328;0.000000;0.01742;3.935;160.250
2010-11-05-18;11.660349;0.006048;0.01711;3.812;159.000
2010-11-05-19;11.585613;0.000000;0.01700;3.715;158.000
2010-11-05-20;11.632007;0.000000;0.01707;3.885;159.750
2010-11-05-21;11.316771;0.064578;0.01659;3.835;159.250
2010-11-05-22;11.652481;0.027424;0.01710;3.960;160.500
2010-11-05-23;11.538813;0.017914;0.01694;4.085;161.750
2010-11-06-00;11.319962;0.018040;0.03375;4.110;162.000
2010-11-06-01;11.210749;0.000000;0.03342;4.135;162.250
2010-11-06-02;10.844902;0.000000;0.03232;4.010;161.000
2010-11-06-03;10.461478;0.000000;0.03118;4.135;162.250
2010-11-06-04;10.381550;0.002920;0.03093;4.135;162.250
2010-11-06-05;10.392105;0.000000;0.03097;4.060;161.500
2010-11-06-06;10.251691;0.010167;0.03056;3.960;160.500
2010-11-06-07;10.410447;0.000000;0.03103;3.885;159.750
2010-11-06-08;10.612737;0.008759;0.03163;3.960;160.500
2010-11-06-09;10.957832;0.014599;0.03265;4.110;162.000
2010-11-06-10;10.864951;0.124880;0.03237;3.935;160.250
2010-11-06-11;10.538937;0.263691;0.03141;3.885;159.750
2010-11-06-12;9.521069;1.367904;0.02835;3.985;160.750
2010-11-06-13;8.929413;1.471731;0.02660;4.085;161.750
2010-11-06-14;8.725493;0.601908;0.02599;4.085;161.750
2010-11-06-15;8.494069;0.650782;0.02530;3.960;160.500
2010-11-06-16;8.045432;0.448634;0.02395;4.335;164.250
2010-11-06-17;7.577631;0.203368;0.02256;4.285;163.750
2010-11-06-18;7.143620;0.069552;0.02127;4.485;165.750
2010-11-06-19;6.779408;0.000417;0.02018;4.713;168.000
2010-11-06-20;6.567414;0.000000;0.01955;5.330;174.000
2010-11-06-21;6.386496;0.000000;0.01902;5.302;173.750
2010-11-06-22;6.349366;0.000000;0.01891;5.145;172.250
2010-11-06-23;6.381729;0.212273;0.01900;5.120;172.000
2010-11-07-00;6.371918;0.619228;0.02250;5.020;171.000
2010-11-07-01;6.259511;0.768655;0.02209;5.070;171.500
2010-11-07-02;6.106130;0.509124;0.02150;4.890;169.750
2010-11-07-03;6.024295;0.536361;0.02120;5.045;171.250
2010-11-07-04;5.942885;0.956184;0.02085;4.995;170.750
2010-11-07-05;5.840925;0.906038;0.02046;5.120;172.000
2010-11-07-06;5.696657;0.837456;0.01991;5.302;173.750
2010-11-07-07;5.529972;0.984640;0.01928;5.528;175.750
2010-11-07-08;5.455609;0.900959;0.01900;5.725;177.500
2010-11-07-09;5.498428;0.596048;0.01908;5.955;179.500
2010-11-07-10;5.569823;0.370438;0.01939;6.412;183.500
2010-11-07-11;5.822468;0.101283;0.02032;6.905;187.750
2010-11-07-12;5.999261;0.000000;0.02087;7.080;189.250
2010-11-07-13;5.822238;0.003587;0.02014;8.000;197.000
2010-11-07-14;5.514885;0.017914;0.01899;7.760;195.000
2010-11-07-15;5.249736;0.000000;0.01802;7.640;194.000
2010-11-07-16;4.833594;0.000000;0.01661;7.640;194.000
2010-11-07-17;4.633080;0.000000;0.01596;7.640;194.000
2010-11-07-18;4.630926;0.009176;0.01590;7.640;194.000
2010-11-07-19;4.411429;0.015641;0.01514;7.640;194.000
2010-11-07-20;4.089482;0.243660;0.01395;7.640;194.000
2010-11-07-21;3.647008;0.124046;0.01234;7.640;194.000
2010-11-07-22;3.373737;0.009176;0.01137;7.640;194.000
2010-11-07-23;3.213623;0.005214;0.01083;7.670;194.250
2010-11-08-00;2.999636;0.039166;0.01285;7.760;195.000
2010-11-08-01;2.861039;0.120803;0.01226;7.760;195.000
2010-11-08-02;2.607172;0.158749;0.01117;7.760;195.000
2010-11-08-03;2.483986;0.005839;0.01061;7.760;195.000
2010-11-08-04;2.532688;0.000000;0.01083;7.760;195.000
2010-11-08-05;2.533056;0.000000;0.01084;7.730;194.750
2010-11-08-06;2.544526;0.003587;0.01089;7.520;193.000
2010-11-08-07;2.497750;0.089051;0.01070;7.340;191.500
2010-11-08-08;2.523490;0.058123;0.01080;7.253;190.750
2010-11-08-09;2.932289;0.018446;0.01260;6.787;186.750
2010-11-08-10;3.286136;0.056330;0.01419;6.438;183.750
2010-11-08-11;3.917141;0.056069;0.01708;6.350;183.000
2010-11-08-12;4.615670;0.000000;0.02039;6.350;183.000
2010-11-08-13;5.045260;0.000000;0.02231;6.470;184.000
2010-11-08-14;5.148383;0.020021;0.02296;6.440;183.750
2010-11-08-15;4.936079;0.001627;0.02186;6.150;181.250
2010-11-08-16;4.503104;0.000000;0.01982;6.120;181.000
2010-11-08-17;4.256601;0.000000;0.01865;6.120;181.000
2010-11-08-18;4.053274;0.000000;0.01773;6.120;181.000
2010-11-08-19;4.010731;0.000000;0.01761;6.120;181.000
2010-11-08-20;3.762643;0.000000;0.01651;6.120;181.000
2010-11-08-21;3.798915;0.000000;0.01683;6.120;181.000
2010-11-08-22;3.467707;0.000000;0.01549;6.120;181.000
2010-11-08-23;3.025263;0.000000;0.01354;6.092;180.750
2010-11-09-00;2.214973;0.000000;0.01315;6.010;180.000
2010-11-09-01;1.821754;0.000000;0.01076;6.010;180.000
2010-11-09-02;2.236067;0.000000;0.01330;6.010;180.000
2010-11-09-03;2.659777;0.000000;0.01589;5.928;179.250
2010-11-09-04;2.877144;0.000000;0.01719;5.900;179.000
2010-11-09-05;2.883018;0.000000;0.01721;5.900;179.000
2010-11-09-06;2.808095;0.007612;0.01681;5.870;178.750
2010-11-09-07;2.808053;0.000000;0.01684;5.780;178.000
2010-11-09-08;3.525840;0.000000;0.02105;5.698;177.250
2010-11-09-09;4.090112;0.000000;0.02444;5.780;178.000
2010-11-09-10;4.545769;0.033222;0.02716;5.532;175.750
2010-11-09-11;5.131954;0.015579;0.03065;5.532;175.750
2010-11-09-12;6.538805;0.004067;0.03914;5.725;177.500
2010-11-09-13;7.106865;0.000000;0.04259;5.670;177.000
2010-11-09-14;7.679009;0.000000;0.04603;5.670;177.000
2010-11-09-15;7.436178;0.000000;0.04457;5.670;177.000
2010-11-09-16;5.995456;0.000000;0.03599;5.783;178.000
2010-11-09-17;4.724951;0.000000;0.02838;5.868;178.750
2010-11-09-18;3.962872;0.000000;0.02376;5.560;176.000
2010-11-09-19;3.340958;0.000000;0.02003;4.477;165.500
2010-11-09-20;2.826478;0.000000;0.01680;3.350;154.000
2010-11-09-21;2.520442;0.000000;0.01504;4.305;163.750
2010-11-09-22;1.762501;0.000000;0.01054;6.010;180.000
2010-11-09-23;1.536843;0.000000;0.00920;5.447;175.000
2010-11-10-00;1.282117;0.000000;0.00649;5.418;174.750
2010-11-10-01;1.260643;0.000000;0.00637;5.702;177.250
2010-11-10-02;1.634257;0.000000;0.00826;5.730;177.500
2010-11-10-03;2.070657;0.006277;0.01047;5.560;176.000
2010-11-10-04;2.476690;0.198133;0.01254;5.360;174.250
2010-11-10-05;2.864916;0.040501;0.01452;5.305;173.750
2010-11-10-06;3.073120;0.000000;0.01557;5.230;173.000
2010-11-10-07;2.964353;0.000000;0.01502;5.230;173.000
2010-11-10-08;3.230562;0.000000;0.01638;5.255;173.250
2010-11-10-09;3.715343;0.000000;0.01886;5.390;174.500
2010-11-10-10;4.596209;0.000000;0.02336;4.767;168.500
2010-11-10-11;5.160079;0.077956;0.02622;4.720;168.000
2010-11-10-12;6.445863;0.013723;0.03278;4.745;168.250
2010-11-10-13;7.210326;0.000000;0.03669;4.920;170.000
2010-11-10-14;7.344613;0.463650;0.03738;5.120;172.000
2010-11-10-15;7.531346;0.759030;0.03832;5.120;172.000
2010-11-10-16;6.927433;0.000000;0.03524;5.120;172.000
2010-11-10-17;6.516184;0.000000;0.03313;5.120;172.000
2010-11-10-18;6.481750;0.194317;0.03296;5.120;172.000
2010-11-10-19;6.452465;0.608989;0.03282;5.392;174.500
2010-11-10-20;6.319534;0.025485;0.03214;5.560;176.000
2010-11-10-21;6.367166;0.051543;0.03238;5.730;177.500
2010-11-10-22;6.307822;0.220063;0.03209;6.355;183.000
2010-11-10-23;5.154616;0.117372;0.02624;6.472;184.000
2010-11-11-00;4.095788;0.378071;0.01418;6.092;180.750
2010-11-11-01;3.692970;0.013660;0.01252;5.928;179.250
2010-11-11-02;3.397992;0.000521;0.01146;5.900;179.000
2010-11-11-03;3.128389;0.000000;0.01052;5.900;179.000
2010-11-11-04;2.971009;0.000000;0.01001;5.900;179.000
2010-11-11-05;3.158593;0.000000;0.01062;5.900;179.000
2010-11-11-06;3.244911;0.000000;0.01094;5.900;179.000
2010-11-11-07;3.255498;0.022836;0.01103;5.900;179.000
2010-11-11-08;3.412461;0.049823;0.01150;5.900;179.000
2010-11-11-09;4.006308;0.004880;0.01355;5.900;179.000
2010-11-11-10;4.645282;0.000000;0.01581;5.900;179.000
2010-11-11-11;4.660397;0.000000;0.01579;5.872;178.750
2010-11-11-12;5.120445;0.000000;0.01733;5.560;176.000
2010-11-11-13;5.238945;0.000000;0.01792;5.450;175.000
2010-11-11-14;5.337051;0.000000;0.01831;5.505;175.500
2010-11-11-15;5.161480;0.000000;0.01768;5.505;175.500
2010-11-11-16;4.840226;0.000000;0.01655;5.450;175.000
2010-11-11-17;4.981076;0.000000;0.01710;5.450;175.000
2010-11-11-18;5.154668;0.000000;0.01797;5.450;175.000
2010-11-11-19;4.213759;1.003451;0.01460;5.450;175.000
2010-11-11-20;3.719282;1.813212;0.01264;5.450;175.000
2010-11-11-21;4.022647;0.988029;0.01378;5.450;175.000
2010-11-11-22;4.432373;0.150938;0.01548;5.450;175.000
2010-11-11-23;5.133632;0.301366;0.01833;5.702;177.250
2010-11-12-00;6.399213;0.748040;0.01734;5.790;178.000
2010-11-12-01;7.236107;2.775130;0.01965;5.985;179.750
2010-11-12-02;7.293416;1.760136;0.01981;6.500;184.250
2010-11-12-03;6.729998;0.095912;0.01821;6.760;186.500
2010-11-12-04;6.683687;0.000000;0.01811;7.198;190.250
2010-11-12-05;7.200016;0.000000;0.01952;8.975;205.250
2010-11-12-06;7.056733;0.048551;0.01913;10.900;220.750
2010-11-12-07;7.291295;0.000000;0.01977;12.075;230.250
2010-11-12-08;7.791566;0.000000;0.02110;13.200;239.000
2010-11-12-09;9.195074;0.000000;0.02490;13.550;241.500
2010-11-12-10;9.655949;0.000000;0.02617;14.025;245.500
2010-11-12-11;9.974981;0.000000;0.02705;14.200;247.000
2010-11-12-12;9.681351;0.022523;0.02625;14.125;246.250
2010-11-12-13;9.408787;0.131429;0.02549;14.100;246.000
2010-11-12-14;9.667336;0.065527;0.02621;14.475;249.000
2010-11-12-15;8.986696;0.179166;0.02438;15.175;254.250
2010-11-12-16;8.611649;0.038790;0.02336;15.225;255.000
2010-11-12-17;9.036958;0.004067;0.02452;15.000;253.000
2010-11-12-18;8.919815;0.090396;0.02421;15.000;253.000
2010-11-12-19;8.826979;0.258279;0.02400;14.825;252.000
2010-11-12-20;8.743266;1.093160;0.02380;14.700;251.000
2010-11-12-21;9.078958;1.632336;0.02472;14.700;251.000
2010-11-12-22;9.562461;4.586486;0.02602;14.700;251.000
2010-11-12-23;10.944578;1.439260;0.02981;15.025;253.500
2010-11-13-00;11.428445;0.030803;0.01753;16.250;262.500
2010-11-13-01;11.337133;0.409875;0.01739;17.550;271.750
2010-11-13-02;11.516528;0.978352;0.01766;18.975;281.250
2010-11-13-03;11.705023;0.986955;0.01795;20.450;291.000
2010-11-13-04;11.840703;0.624557;0.01815;21.925;300.250
2010-11-13-05;11.924363;0.154578;0.01828;23.325;308.750
2010-11-13-06;12.018731;0.060876;0.01843;24.375;315.250
2010-11-13-07;12.237527;0.006986;0.01878;25.300;320.750
2010-11-13-08;12.204754;0.131011;0.01873;26.300;326.750
2010-11-13-09;12.714298;0.057039;0.01952;27.650;334.500
2010-11-13-10;12.982849;0.025860;0.01993;28.600;340.000
2010-11-13-11;13.307286;0.088947;0.02043;29.350;343.750
2010-11-13-12;13.427312;0.113243;0.02062;29.750;345.750
2010-11-13-13;13.803741;0.129718;0.02120;29.825;346.250
2010-11-13-14;13.785614;0.014807;0.02117;29.900;347.000
2010-11-13-15;13.661466;0.015954;0.02098;29.800;346.500
2010-11-13-16;13.639881;0.011887;0.02094;29.450;344.750
2010-11-13-17;13.607252;0.008759;0.02090;29.225;343.250
2010-11-13-18;13.494587;0.071846;0.02073;28.900;341.500
2010-11-13-19;13.512957;0.008968;0.02075;28.450;339.250
2010-11-13-20;13.501048;0.000000;0.02073;27.850;336.000
2010-11-13-21;13.122674;0.000000;0.02015;26.950;330.750
2010-11-13-22;12.472926;0.000000;0.01914;26.050;325.500
2010-11-13-23;11.917952;0.000000;0.01829;25.475;322.000
2010-11-14-00;11.093423;0.000000;0.02910;24.700;317.500
2010-11-14-01;10.825600;0.000000;0.02838;23.775;311.750
2010-11-14-02;10.733644;0.000000;0.02815;23.025;307.000
2010-11-14-03;10.470459;0.000000;0.02746;22.450;303.500
2010-11-14-04;10.115941;0.000000;0.02652;21.650;298.500
2010-11-14-05;9.701970;0.000000;0.02543;21.150;295.500
2010-11-14-06;9.364707;0.000000;0.02454;20.625;292.000
2010-11-14-07;9.162331;0.000000;0.02400;20.150;289.000
2010-11-14-08;10.269401;0.000000;0.02690;19.550;285.250
2010-11-14-09;11.730044;0.000000;0.03076;19.375;284.000
2010-11-14-10;13.553513;0.000000;0.03554;19.125;282.250
2010-11-14-11;14.731852;0.000000;0.03863;18.800;280.250
2010-11-14-12;15.871193;0.000000;0.04162;18.475;278.000
2010-11-14-13;16.144203;0.000000;0.04235;18.100;275.500
2010-11-14-14;15.576466;0.000000;0.04087;17.750;273.250
2010-11-14-15;15.220405;0.000000;0.03992;17.700;273.000
2010-11-14-16;13.560279;0.000000;0.03556;17.700;273.000
2010-11-14-17;12.446510;0.000000;0.03262;17.700;273.000
2010-11-14-18;11.527660;0.000000;0.03020;17.700;273.000
2010-11-14-19;10.845980;0.000000;0.02843;17.700;273.000
2010-11-14-20;10.741715;0.000000;0.02816;17.625;272.250
2010-11-14-21;11.083683;0.000000;0.02904;17.500;271.500
2010-11-14-22;11.041000;0.000000;0.02895;17.400;271.000
2010-11-14-23;10.220258;0.000000;0.02677;17.400;271.000
2010-11-15-00;10.141286;0.000000;0.03205;17.400;271.000
2010-11-15-01;10.756291;0.000000;0.03398;17.400;271.000
2010-11-15-02;10.807425;0.000000;0.03412;17.375;270.750
2010-11-15-03;10.767945;0.009739;0.03396;17.300;270.000
2010-11-15-04;10.164227;0.027560;0.03204;17.300;270.000
2010-11-15-05;9.575129;0.059228;0.03018;17.275;269.750
2010-11-15-06;9.329092;0.083399;0.02940;17.050;268.000
2010-11-15-07;8.779075;0.187153;0.02767;16.900;267.000
2010-11-15-08;8.676759;0.204348;0.02735;16.900;267.000
2010-11-15-09;8.827131;0.104421;0.02783;16.900;267.000
2010-11-15-10;8.984919;0.273973;0.02831;16.800;266.500
2010-11-15-11;9.003128;0.826392;0.02836;16.700;266.000
2010-11-15-12;9.039502;1.483806;0.02848;16.700;266.000
2010-11-15-13;9.382340;0.054619;0.02953;16.700;266.000
2010-11-15-14;9.190084;0.000000;0.02889;16.700;266.000
2010-11-15-15;8.660273;0.229333;0.02720;16.700;266.000
2010-11-15-16;7.890186;1.090355;0.02476;16.700;266.000
2010-11-15-17;7.365779;1.955339;0.02309;16.900;267.000
2010-11-15-18;6.797025;2.073941;0.02127;16.975;267.750
2010-11-15-19;6.209188;1.429927;0.01939;17.250;269.500
2010-11-15-20;5.606858;1.149781;0.01749;18.275;276.750
2010-11-15-21;5.213574;0.942044;0.01625;20.150;289.000
2010-11-15-22;4.777790;1.102649;0.01483;21.800;299.250
2010-11-15-23;4.355320;1.088488;0.01350;23.750;311.500
2010-11-16-00;4.142042;0.525026;0.01001;26.300;327.000
2010-11-16-01;4.156005;0.046173;0.01012;29.000;342.250
2010-11-16-02;4.149421;0.085923;0.01019;31.600;355.500
2010-11-16-03;4.194899;0.374880;0.01032;34.625;370.000
2010-11-16-04;4.152713;0.450709;0.01024;37.050;380.750
2010-11-16-05;4.248531;0.422263;0.01045;38.775;388.000
2010-11-16-06;4.103975;0.451919;0.01000;40.375;394.250
2010-11-16-07;3.969155;0.476173;0.00964;41.625;399.000
2010-11-16-08;3.952816;0.274609;0.00955;42.775;403.250
2010-11-16-09;3.983050;0.371700;0.00962;43.750;406.500
2010-11-16-10;3.911225;0.538227;0.00940;45.000;410.500
2010-11-16-11;4.028108;0.248019;0.00970;45.875;413.250
2010-11-16-12;3.916018;0.661376;0.00934;46.475;415.000
2010-11-16-13;3.829038;0.632680;0.00911;46.800;416.000
2010-11-16-14;3.733763;0.375652;0.00884;47.175;417.250
2010-11-16-15;3.674509;0.051314;0.00866;48.000;419.250
2010-11-16-16;3.491817;0.002920;0.00823;48.900;421.250
2010-11-16-17;3.322172;0.005839;0.00783;49.325;422.250
2010-11-16-18;3.290681;0.011887;0.00776;50.000;423.750
2010-11-16-19;3.234447;0.002920;0.00761;50.100;424.000
2010-11-16-20;3.200887;0.000000;0.00752;49.500;423.000
2010-11-16-21;3.177149;0.000000;0.00746;49.000;422.000
